reset 
clear 
plot 2 with lines 
set size ratio 0.500000 
set nokey 
8 4 64.376626 
8 5 56.127539 
8 6 48.690349 
8 7 42.062897 
8 8 36.208517 
8 9 31.070997 
8 10 26.585284 
8 11 23.923773 
8 12 20.376402 
8 13 17.307862 
8 14 14.660831 
8 15 12.383399 
8 16 10.429041 
8 17 8.756343 
8 18 7.328613 
8 19 6.113445 
8 20 5.082284 
8 21 4.210022 
8 22 3.705790 
8 23 3.050736 
8 24 2.501708 
8 25 2.043274 
8 26 1.661986 
8 27 1.346158 
8 28 1.085663 
8 29 0.871758 
8 30 0.696920 
8 31 0.554708 
8 32 0.439629 
8 33 0.375653 
8 34 0.295811 
8 35 0.232265 
8 36 0.182112 
8 37 0.142962 
8 38 0.112874 
8 39 0.090300 
8 40 0.074040 
8 41 0.063205 
8 42 0.057192 
9 0 100.000000 
9 1 93.451323 
9 2 83.777500 
9 3 74.469231 
9 4 65.697067 
9 5 57.578662 
9 6 50.178816 
9 7 43.517352 
9 8 37.580316 
9 9 32.331117 
9 10 27.719827 
9 11 24.972324 
9 12 21.298126 
9 13 18.109612 
9 14 15.352248 
9 15 12.975378 
9 16 10.932736 
9 17 9.182560 
9 18 7.687457 
9 19 6.414145 
9 20 5.333131 
9 21 4.418369 
9 22 3.889444 
9 23 3.202186 
9 24 2.626067 
9 25 2.144949 
9 26 1.744754 
9 27 1.413239 
9 28 1.139790 
9 29 0.915237 
9 30 0.731690 
9 31 0.582390 
9 32 0.461572 
9 33 0.394404 
9 34 0.310579 
9 35 0.243861 
9 36 0.191204 
9 37 0.150100 
9 38 0.118510 
9 39 0.094808 
9 40 0.077735 
9 41 0.066358 
9 42 0.060044 
10 0 100.000000 
10 1 93.607576 
10 2 84.151298 
10 3 75.021630 
10 4 66.376752 
10 5 58.332109 
10 6 50.958165 
10 7 44.284706 
10 8 38.308833 
10 9 33.004006 
10 10 28.328370 
10 11 25.536132 
10 12 21.795249 
10 13 18.543059 
10 14 15.726738 
10 15 13.296467 
10 16 11.206241 
10 17 9.414189 
10 18 7.882598 
10 19 6.577749 
10 20 5.469663 
10 21 4.531802 
10 22 3.989449 
10 23 3.284671 
10 24 2.693807 
10 25 2.200339 
10 26 1.789849 
10 27 1.449790 
10 28 1.169283 
10 29 0.938929 
10 30 0.750637 
10 31 0.597475 
10 32 0.473530 
10 33 0.404623 
10 34 0.318627 
10 35 0.250181 
10 36 0.196160 
10 37 0.153990 
10 38 0.121581 
10 39 0.097264 
10 40 0.079748 
10 41 0.068077 
10 42 0.061598 
11 0 100.000000 
11 1 93.629347 
11 2 84.203456 
11 3 75.098899 
11 4 66.472121 
11 5 58.438181 
11 6 51.068243 
11 7 44.393416 
11 8 38.412312 
11 9 33.099794 
11 10 28.415155 
11 11 25.616617 
11 12 21.866304 
11 13 18.605072 
11 14 15.780357 
11 15 13.342467 
11 16 11.245442 
11 17 9.447400 
11 18 7.910584 
11 19 6.601217 
11 20 5.489251 
11 21 4.548078 
11 22 4.003799 
11 23 3.296508 
11 24 2.703529 
11 25 2.208289 
11 26 1.796321 
11 27 1.455036 
11 28 1.173517 
11 29 0.942330 
11 30 0.753357 
11 31 0.599640 
11 32 0.475246 
11 33 0.406090 
11 34 0.319782 
11 35 0.251088 
11 36 0.196871 
11 37 0.154549 
11 38 0.122021 
11 39 0.097617 
11 40 0.080037 
11 41 0.068323 
11 42 0.061822 
12 0 100.000000 
12 1 93.519127 
12 2 83.939586 
12 3 74.708468 
12 4 65.990976 
12 5 57.903924 
12 6 50.514711 
12 7 43.847583 
12 8 37.893425 
12 9 32.620000 
12 10 27.980851 
12 11 25.214039 
12 12 21.511121 
12 13 18.295234 
12 14 15.512561 
12 15 13.112791 
12 16 11.049759 
12 17 9.281648 
12 18 7.770925 
12 19 6.484116 
12 20 5.391520 
12 21 4.466876 
12 22 3.932207 
12 23 3.237456 
12 24 2.655032 
12 25 2.168632 
12 26 1.764035 
12 27 1.428867 
12 28 1.152400 
12 29 0.925367 
12 30 0.739791 
12 31 0.588839 
12 32 0.466685 
12 33 0.398773 
12 34 0.314020 
12 35 0.246563 
12 36 0.193323 
12 37 0.151763 
12 38 0.119823 
12 39 0.095858 
12 40 0.078596 
12 41 0.067093 
12 42 0.060708 
13 0 100.000000 
13 1 93.264085 
13 2 83.330861 
13 3 73.812356 
13 4 64.893657 
13 5 56.693757 
13 6 49.269185 
13 7 42.626789 
13 8 36.738973 
13 9 31.557208 
13 10 27.022269 
13 11 24.327244 
13 12 20.730646 
13 13 17.615708 
13 14 14.926120 
13 15 12.610407 
13 16 10.622111 
13 17 8.919661 
13 18 7.466080 
13 19 6.228615 
13 20 5.178346 
13 21 4.289799 
13 22 3.776108 
13 23 3.108719 
13 24 2.549317 
13 25 2.082197 
13 26 1.693670 
13 27 1.371836 
13 28 1.106382 
13 29 0.888400 
13 30 0.710229 
13 31 0.565304 
13 32 0.448028 
13 33 0.382830 
13 34 0.301464 
13 35 0.236703 
13 36 0.185592 
13 37 0.145694 
13 38 0.115031 
13 39 0.092025 
13 40 0.075454 
13 41 0.064412 
13 42 0.058283 
14 0 100.000000 
14 1 92.832385 
14 2 82.306588 
14 3 72.319210 
14 4 63.087071 
14 5 54.726385 
14 6 47.268614 
14 7 40.687005 
14 8 34.921457 
14 9 29.896722 
14 10 25.533800 
14 11 22.954902 
14 12 19.527857 
14 13 16.571881 
14 14 14.027541 
14 15 11.842114 
14 16 9.969083 
14 17 8.367528 
14 18 7.001513 
14 19 5.839506 
14 20 4.853866 
14 21 4.020370 
14 22 3.538647 
14 23 2.912933 
14 24 2.388575 
14 25 1.950790 
14 26 1.586708 
14 27 1.285152 
14 28 1.036441 
14 29 0.832221 
14 30 0.665304 
14 31 0.529539 
14 32 0.419678 
14 33 0.358603 
14 34 0.282384 
14 35 0.221721 
14 36 0.173845 
14 37 0.136473 
14 38 0.107751 
14 39 0.086203 
14 40 0.070681 
14 41 0.060339 
14 42 0.054599 
15 0 100.000000 
15 1 92.163023 
15 2 80.734320 
15 3 70.064128 
15 4 60.410743 
15 5 51.868547 
15 6 44.414929 
15 7 37.963487 
15 8 32.403105 
15 9 27.620469 
15 10 23.510657 
15 11 21.098222 
15 12 17.909727 
15 13 15.173717 
15 14 12.827959 
15 15 10.819095 
15 16 9.101256 
15 17 7.634888 
15 18 6.385776 
15 19 5.324238 
15 20 4.424472 
15 21 3.664013 
15 22 3.224661 
15 23 2.654139 
15 24 2.176159 
15 25 1.777174 
15 26 1.445411 
15 27 1.170656 
15 28 0.944070 
15 29 0.758029 
15 30 0.605980 
15 31 0.482312 
15 32 0.382244 
15 33 0.326615 
15 34 0.257192 
15 35 0.201940 
15 36 0.158335 
15 37 0.124297 
15 38 0.098140 
15 39 0.078515 
15 40 0.064381 
15 41 0.054963 
15 42 0.049737 
16 0 100.000000 
16 1 91.142398 
16 2 78.376742 
16 3 66.769356 
16 4 56.613762 
16 5 47.927849 
16 6 40.577850 
16 7 34.377842 
16 8 29.143581 
16 9 24.713683 
16 10 20.954024 
16 11 18.765097 
16 12 15.890092 
16 13 13.437644 
16 14 11.344339 
16 15 9.557650 
16 16 8.033625 
16 17 6.735146 
16 18 5.630611 
16 19 4.692937 
16 20 3.898795 
16 21 3.228013 
16 22 2.840624 
16 23 2.337731 
16 24 1.916532 
16 25 1.565021 
16 26 1.272783 
16 27 1.030791 
16 28 0.831245 
16 29 0.667417 
16 30 0.533531 
16 31 0.424640 
16 32 0.336533 
16 33 0.287554 
16 34 0.226432 
16 35 0.177787 
16 36 0.139397 
16 37 0.109431 
16 38 0.086404 
16 39 0.069129 
16 40 0.056689 
16 41 0.048402 
16 42 0.043803 
17 0 100.000000 
17 1 89.547897 
17 2 74.798157 
17 3 61.973302 
17 4 51.324339 
17 5 42.651560 
17 6 35.606918 
17 7 29.852862 
17 8 25.112975 
17 9 21.174757 
17 10 17.877965 
17 11 15.975407 
17 12 13.493092 
17 13 11.388712 
17 14 9.600763 
17 15 8.079928 
17 16 6.785988 
17 17 5.685647 
17 18 4.750992 
17 19 3.958385 
17 20 3.287645 
17 21 2.721440 
17 22 2.394575 
17 23 1.970382 
17 24 1.615201 
17 25 1.318850 
17 26 1.072512 
17 27 0.868554 
17 28 0.700387 
17 29 0.562333 
17 30 0.449516 
17 31 0.357766 
17 32 0.283530 
17 33 0.242263 
17 34 0.190766 
17 35 0.149783 
17 36 0.117440 
17 37 0.092196 
17 38 0.072797 
17 39 0.058248 
17 40 0.047772 
17 41 0.040797 
17 42 0.036929 
18 0 100.000000 
18 1 86.893452 
18 2 69.151348 
18 3 54.913215 
18 4 44.027710 
18 5 35.748980 
18 6 29.363185 
18 7 24.339448 
18 8 20.311061 
18 9 17.027933 
18 10 14.317407 
18 11 12.766760 
18 12 10.756591 
18 13 9.062556 
18 14 7.629511 
18 15 6.414473 
18 16 5.383168 
18 17 4.507717 
18 18 3.765071 
18 19 3.135914 
18 20 2.603886 
18 21 2.155025 
18 22 1.895996 
18 23 1.559932 
18 24 1.278615 
18 25 1.043943 
18 26 0.848903 
18 27 0.687438 
18 28 0.554319 
18 29 0.445044 
18 30 0.355750 
18 31 0.283133 
18 32 0.224380 
18 33 0.191721 
18 34 0.150967 
18 35 0.118533 
18 36 0.092938 
18 37 0.072962 
18 38 0.057614 
18 39 0.046104 
18 40 0.037823 
18 41 0.032316 
18 42 0.029270 
19 0 100.000000 
19 1 81.911634 
19 2 59.674870 
19 3 44.385480 
19 4 34.113050 
19 5 26.972718 
19 6 21.783077 
19 7 17.857469 
19 8 14.791296 
19 9 12.336814 
19 10 10.335535 
19 11 9.199381 
19 12 7.734715 
19 13 6.506633 
19 14 5.471574 
19 15 4.596341 
19 16 3.854930 
19 17 3.226489 
19 18 2.693964 
19 19 2.243184 
19 20 1.862229 
19 21 1.540973 
19 22 1.355637 
19 23 1.115237 
19 24 0.914045 
19 25 0.746239 
19 26 0.606790 
19 27 0.491358 
19 28 0.396197 
19 29 0.318086 
19 30 0.254261 
19 31 0.202357 
19 32 0.160365 
19 33 0.137022 
19 34 0.107894 
19 35 0.084714 
19 36 0.066422 
19 37 0.052147 
19 38 0.041180 
19 39 0.032959 
19 40 0.027052 
19 41 0.023141 
19 42 0.021002 
20 0 100.000000 
20 1 70.218693 
20 2 42.664575 
20 3 28.851138 
20 4 21.144073 
20 5 16.301066 
20 6 12.975218 
20 7 10.542911 
20 8 8.682859 
20 9 7.214311 
20 10 6.028035 
20 11 5.358346 
20 12 4.498489 
20 13 3.780136 
20 14 3.176273 
20 15 2.666624 
20 16 2.235503 
20 17 1.870448 
20 18 1.561346 
20 19 1.299841 
20 20 1.078937 
20 21 0.892710 
20 22 0.785296 
20 23 0.645991 
20 24 0.529423 
20 25 0.432210 
20 26 0.351432 
20 27 0.284570 
20 28 0.229453 
20 29 0.184213 
20 30 0.147248 
20 31 0.117189 
20 32 0.092869 
20 33 0.079351 
20 34 0.062483 
20 35 0.049059 
20 36 0.038466 
20 37 0.030199 
20 38 0.023850 
20 39 0.019093 
20 40 0.015683 
20 41 0.013453 
20 42 0.012319 
EFO 
 pause 0.1 
set cbrange [-0.996352:101.000000] 
set palette defined (-1 "#0000FF", 101 "#FF0000") 
plot "-" using 2:1:3 with image 
0 0 100.000000 
0 1 30.372754 
0 2 12.667305 
0 3 7.789815 
0 4 5.522256 
0 5 4.195347 
0 6 3.314659 
0 7 2.682491 
0 8 2.204414 
0 9 1.829608 
0 10 1.528226 
0 11 1.358533 
0 12 1.141033 
0 13 0.959575 
0 14 0.807148 
0 15 0.678532 
0 16 0.569713 
0 17 0.477521 
0 18 0.399394 
0 19 0.333222 
0 20 0.277247 
0 21 0.229981 
0 22 0.202676 
0 23 0.167204 
0 24 0.137454 
0 25 0.112581 
0 26 0.091857 
0 27 0.074653 
0 28 0.060426 
0 29 0.048710 
0 30 0.039102 
0 31 0.031259 
0 32 0.024890 
0 33 0.021337 
0 34 0.016888 
0 35 0.013333 
0 36 0.010516 
0 37 0.008309 
0 38 0.006607 
0 39 0.005328 
0 40 0.004411 
0 41 0.003825 
0 42 0.003679 
1 0 100.000000 
1 1 62.382598 
1 2 34.311880 
1 3 22.388832 
1 4 16.180892 
1 5 12.396499 
1 6 9.836863 
1 7 7.980794 
1 8 6.568694 
1 9 5.457430 
1 10 4.561625 
1 11 4.056494 
1 12 3.408369 
1 13 2.867136 
1 14 2.412187 
1 15 2.028119 
1 16 1.703052 
1 17 1.427580 
1 18 1.194087 
1 19 0.996299 
1 20 0.828968 
1 21 0.687662 
1 22 0.606026 
1 23 0.499969 
1 24 0.411016 
1 25 0.336646 
1 26 0.274679 
1 27 0.223235 
1 28 0.180694 
1 29 0.145657 
1 30 0.116927 
1 31 0.093476 
1 32 0.074428 
1 33 0.063804 
1 34 0.050502 
1 35 0.039872 
1 36 0.031448 
1 37 0.024847 
1 38 0.019758 
1 39 0.015932 
1 40 0.013185 
1 41 0.011399 
1 42 0.010570 
2 0 100.000000 
2 1 79.192372 
2 2 55.114521 
2 3 39.850199 
2 4 30.155127 
2 5 23.640335 
2 6 19.000183 
2 7 15.533794 
2 8 12.847850 
2 9 10.708996 
2 10 8.971136 
2 11 7.986515 
2 12 6.718875 
2 13 5.657067 
2 14 4.762574 
2 15 4.006237 
2 16 3.365344 
2 17 2.821763 
2 18 2.360726 
2 19 1.970003 
2 20 1.639330 
2 21 1.360012 
2 22 1.198616 
2 23 0.988910 
2 24 0.813003 
2 25 0.665919 
2 26 0.543357 
2 27 0.441603 
2 28 0.357453 
2 29 0.288147 
2 30 0.231313 
2 31 0.184922 
2 32 0.147242 
2 33 0.126225 
2 34 0.099909 
2 35 0.078879 
2 36 0.062214 
2 37 0.049154 
2 38 0.039083 
2 39 0.031509 
2 40 0.026055 
2 41 0.022447 
2 42 0.020494 
3 0 100.000000 
3 1 85.605202 
3 2 66.561900 
3 3 51.884545 
3 4 41.072672 
3 5 33.076139 
3 6 27.026893 
3 7 22.330869 
3 8 18.599451 
3 9 15.577385 
3 10 13.093157 
3 11 11.675630 
3 12 9.841257 
3 13 8.297565 
3 14 6.992725 
3 15 5.886698 
3 16 4.947789 
3 17 4.150376 
3 18 3.473379 
3 19 2.899207 
3 20 2.413012 
3 21 2.002152 
3 22 1.764686 
3 23 1.456073 
3 24 1.197152 
3 25 0.980623 
3 26 0.800173 
3 27 0.650347 
3 28 0.526433 
3 29 0.424372 
3 30 0.340675 
3 31 0.272354 
3 32 0.216860 
3 33 0.185907 
3 34 0.147149 
3 35 0.116175 
3 36 0.091630 
3 37 0.072394 
3 38 0.057557 
3 39 0.046394 
3 40 0.038340 
3 41 0.032977 
3 42 0.030013 
4 0 100.000000 
4 1 88.825692 
4 2 73.224452 
4 3 59.948962 
4 4 49.182579 
4 5 40.592942 
4 6 33.728095 
4 7 28.188622 
4 8 23.665880 
4 9 19.932125 
4 10 16.820783 
4 11 15.030274 
4 12 12.698730 
4 13 10.725385 
4 14 9.050368 
4 15 7.626183 
4 16 6.414432 
4 17 5.383554 
4 18 4.507245 
4 19 3.763334 
4 20 3.132964 
4 21 2.599988 
4 22 2.291836 
4 23 1.891254 
4 24 1.555087 
4 25 1.273906 
4 26 1.039544 
4 27 0.844932 
4 28 0.683965 
4 29 0.551377 
4 30 0.442641 
4 31 0.353877 
4 32 0.281775 
4 33 0.241558 
4 34 0.191199 
4 35 0.150954 
4 36 0.119060 
4 37 0.094063 
4 38 0.074781 
4 39 0.060268 
4 40 0.049789 
4 41 0.042797 
4 42 0.038915 
5 0 100.000000 
5 1 90.699506 
5 2 77.371438 
5 3 65.401653 
5 4 55.084858 
5 5 46.388527 
5 6 39.121485 
5 7 33.053187 
5 8 27.970133 
5 9 23.693567 
5 10 20.079833 
5 11 17.981601 
5 12 15.231072 
5 13 12.888654 
5 14 10.891228 
5 15 9.187128 
5 16 7.733543 
5 17 6.494595 
5 18 5.439930 
5 19 4.543665 
5 20 3.783593 
5 21 3.140572 
5 22 2.768649 
5 23 2.285026 
5 24 1.879057 
5 25 1.539418 
5 26 1.256285 
5 27 1.021146 
5 28 0.826640 
5 29 0.666413 
5 30 0.535002 
5 31 0.427724 
5 32 0.340581 
5 33 0.291973 
5 34 0.231106 
5 35 0.182461 
5 36 0.143909 
5 37 0.113694 
5 38 0.090385 
5 39 0.072836 
5 40 0.060161 
5 41 0.051698 
5 42 0.046995 
6 0 100.000000 
6 1 91.879772 
6 2 80.076695 
6 3 69.138752 
6 4 59.338091 
6 5 50.752248 
6 6 43.329588 
6 7 36.955538 
6 8 31.496995 
6 9 26.825451 
6 10 22.826335 
6 11 20.484552 
6 12 17.394837 
6 13 14.747504 
6 14 12.479762 
6 15 10.538435 
6 16 8.878263 
6 17 7.460523 
6 18 6.251928 
6 19 5.223745 
6 20 4.351094 
6 21 3.612379 
6 22 3.184937 
6 23 2.628952 
6 24 2.162104 
6 25 1.771447 
6 26 1.445729 
6 27 1.175189 
6 28 0.951376 
6 29 0.766995 
6 30 0.615765 
6 31 0.492302 
6 32 0.392007 
6 33 0.336062 
6 34 0.266006 
6 35 0.210016 
6 36 0.165642 
6 37 0.130863 
6 38 0.104030 
6 39 0.083828 
6 40 0.069233 
6 41 0.059486 
6 42 0.054068 
7 0 100.000000 
7 1 92.650979 
7 2 81.879938 
7 3 71.706611 
7 4 62.360585 
7 5 53.953781 
7 6 46.503678 
7 7 39.966959 
7 8 34.268654 
7 9 29.321988 
7 10 25.039861 
7 11 22.513649 
7 12 19.161340 
7 13 16.273221 
7 14 13.788926 
7 15 11.655541 
7 16 9.826814 
7 17 8.262355 
7 18 6.926899 
7 19 5.789647 
7 20 4.823693 
7 21 4.005528 
7 22 3.531936 
7 23 2.915745 
7 24 2.398203 
7 25 1.965036 
7 26 1.603816 
7 27 1.303753 
7 28 1.055494 
7 29 0.850958 
7 30 0.683188 
7 31 0.546215 
7 32 0.434943 
7 33 0.372873 
7 34 0.295146 
7 35 0.233024 
7 36 0.183789 
7 37 0.145198 
7 38 0.115424 
7 39 0.093007 
7 40 0.076810 
7 41 0.065991 
7 42 0.059977 
8 0 100.000000 
8 1 93.154052 
8 2 83.070314 
8 3 73.434246 
8 4 64.439883 
8 5 56.206001 
8 6 48.782628 
8 7 42.167400 
8 8 36.323488 
8 9 31.194566 
8 10 26.715518 
8 11 24.057368 
8 12 20.513436 
8 13 17.446468 
8 14 14.799248 
8 15 12.520003 
8 16 10.562373 
8 17 8.885131 
8 18 7.451781 
8 19 6.230123 
8 20 5.191808 
8 21 4.311925 
8 22 3.802446 
8 23 3.139399 
8 24 2.582374 
8 25 2.116078 
8 26 1.727180 
8 27 1.404091 
8 28 1.136760 
8 29 0.916498 
8 30 0.735820 
8 31 0.588304 
8 32 0.468463 
8 33 0.401612 
8 34 0.317896 
8 35 0.250987 
8 36 0.197957 
8 37 0.156391 
8 38 0.124321 
8 39 0.100173 
8 40 0.082726 
8 41 0.071072 
8 42 0.064593 
9 0 100.000000 
9 1 93.463894 
9 2 83.808701 
9 3 74.518489 
9 4 65.763484 
9 5 57.661042 
9 6 50.275705 
9 7 43.627076 
9 8 37.701030 
9 9 32.460858 
9 10 27.856567 
9 11 25.112593 
9 12 21.442005 
9 13 18.255142 
9 14 15.497580 
9 15 13.118806 
9 16 11.072729 
9 17 9.317781 
9 18 7.816777 
9 19 6.536652 
9 20 5.448126 
9 21 4.525362 
9 22 3.990927 
9 23 3.295278 
9 24 2.710763 
9 25 2.221389 
9 26 1.813205 
9 27 1.474067 
9 28 1.193440 
9 29 0.962212 
9 30 0.772533 
9 31 0.617664 
9 32 0.491846 
9 33 0.421660 
9 34 0.333767 
9 35 0.263518 
9 36 0.207841 
9 37 0.164199 
9 38 0.130527 
9 39 0.105173 
9 40 0.086854 
9 41 0.074617 
9 42 0.067814 
10 0 100.000000 
10 1 93.620473 
10 2 84.183309 
10 3 75.072165 
10 4 66.444891 
10 5 58.416626 
10 6 51.057566 
10 7 44.397275 
10 8 38.432678 
10 9 33.137112 
10 10 28.468656 
10 11 25.680038 
10 12 21.942859 
10 13 18.692363 
10 14 15.875838 
10 15 13.443614 
10 16 11.349864 
10 17 9.552916 
10 18 8.015272 
10 19 6.703433 
10 20 5.587641 
10 21 4.641570 
10 22 4.093564 
10 23 3.380177 
10 24 2.780699 
10 25 2.278762 
10 26 1.860074 
10 27 1.512194 
10 28 1.224324 
10 29 0.987123 
10 30 0.792540 
10 31 0.633663 
10 32 0.504589 
10 33 0.432585 
10 34 0.342417 
10 35 0.270348 
10 36 0.213227 
10 37 0.168455 
10 38 0.133910 
10 39 0.107898 
10 40 0.089104 
10 41 0.076549 
10 42 0.069570 
11 0 100.000000 
11 1 93.642290 
11 2 84.235583 
11 3 75.149618 
11 4 66.540507 
11 5 58.523005 
11 6 51.168006 
11 7 44.506394 
11 8 38.536606 
11 9 33.233383 
11 10 28.555950 
11 11 25.761046 
11 12 22.014449 
11 13 18.754918 
11 14 15.929998 
11 15 13.490148 
11 16 11.389586 
11 17 9.586630 
11 18 8.043740 
11 19 6.727357 
11 20 5.607657 
11 21 4.658244 
11 22 4.108292 
11 23 3.392360 
11 24 2.790736 
11 25 2.286996 
11 26 1.866801 
11 27 1.517667 
11 28 1.228757 
11 29 0.990699 
11 30 0.795411 
11 31 0.635960 
11 32 0.506419 
11 33 0.434154 
11 34 0.343658 
11 35 0.271328 
11 36 0.214001 
11 37 0.169066 
11 38 0.134395 
11 39 0.108289 
11 40 0.089426 
11 41 0.076827 
11 42 0.069822 
12 0 100.000000 
12 1 93.531837 
12 2 83.971134 
12 3 74.758272 
12 4 66.058129 
12 5 57.987218 
12 6 50.612675 
12 7 43.958523 
12 8 38.015477 
12 9 32.751180 
12 10 28.119107 
12 11 25.355863 
12 12 21.656594 
12 13 18.442377 
12 14 15.659504 
12 15 13.257809 
12 16 11.191304 
12 17 9.418368 
12 18 7.901679 
12 19 6.607981 
12 20 5.507790 
12 21 4.575056 
12 22 4.034816 
12 23 3.331580 
12 24 2.740666 
12 25 2.245920 
12 26 1.833244 
12 27 1.490368 
12 28 1.206644 
12 29 0.972863 
12 30 0.781087 
12 31 0.624504 
12 32 0.497295 
12 33 0.426331 
12 34 0.337465 
12 35 0.266438 
12 36 0.210144 
12 37 0.166019 
12 38 0.131973 
12 39 0.106338 
12 40 0.087816 
12 41 0.075443 
12 42 0.068565 
13 0 100.000000 
13 1 93.276286 
13 2 83.361146 
13 3 73.860167 
13 4 64.958123 
13 5 56.773719 
13 6 49.363229 
13 7 42.733290 
13 8 36.856142 
13 9 31.683140 
13 10 27.154994 
13 11 24.463393 
13 12 20.870299 
13 13 17.756964 
13 14 15.067183 
13 15 12.749623 
13 16 10.757993 
13 17 9.050911 
13 18 7.591603 
13 19 6.347525 
13 20 5.289964 
13 21 4.393651 
13 22 3.874611 
13 23 3.199077 
13 24 2.631525 
13 25 2.156392 
13 26 1.760110 
13 27 1.430877 
13 28 1.158456 
13 29 0.933996 
13 30 0.749873 
13 31 0.599542 
13 32 0.477414 
13 33 0.409285 
13 34 0.323971 
13 35 0.255783 
13 36 0.201740 
13 37 0.159380 
13 38 0.126696 
13 39 0.102087 
13 40 0.084306 
13 41 0.072429 
13 42 0.065826 
14 0 100.000000 
14 1 92.843814 
14 2 82.334955 
14 3 72.363994 
14 4 63.147455 
14 5 54.801283 
14 6 47.356702 
14 7 40.786762 
14 8 35.031207 
14 9 30.014679 
14 10 25.658120 
14 11 23.082430 
14 12 19.658667 
14 13 16.704192 
14 14 14.159671 
14 15 11.972514 
14 16 10.096360 
14 17 8.490467 
14 18 7.119087 
14 19 5.950886 
14 20 4.958416 
14 21 4.117645 
14 22 3.630913 
14 23 2.997570 
14 24 2.465578 
14 25 2.020287 
14 26 1.648941 
14 27 1.340454 
14 28 1.085218 
14 29 0.874929 
14 30 0.702438 
14 31 0.561609 
14 32 0.447203 
14 33 0.383383 
14 34 0.303466 
14 35 0.239593 
14 36 0.188970 
14 37 0.149292 
14 38 0.118678 
14 39 0.095628 
14 40 0.078973 
14 41 0.067849 
14 42 0.061665 
15 0 100.000000 
15 1 92.173432 
15 2 80.760155 
15 3 70.104915 
15 4 60.465738 
15 5 51.936760 
15 6 44.495155 
15 7 38.054341 
15 8 32.503059 
15 9 27.727898 
15 10 23.623881 
15 11 21.214368 
15 12 18.028861 
15 13 15.294219 
15 14 12.948297 
15 15 10.937857 
15 16 9.217173 
15 17 7.746854 
15 18 6.492856 
15 19 5.425677 
15 20 4.519691 
15 21 3.752606 
15 22 3.308691 
15 23 2.731221 
15 24 2.246289 
15 25 1.840469 
15 26 1.502090 
15 27 1.221022 
15 28 0.988493 
15 29 0.796926 
15 30 0.639799 
15 31 0.511520 
15 32 0.407312 
15 33 0.349183 
15 34 0.276393 
15 35 0.218217 
15 36 0.172111 
15 37 0.135973 
15 38 0.108092 
15 39 0.087100 
15 40 0.071934 
15 41 0.061804 
15 42 0.056174 
16 0 100.000000 
16 1 91.151561 
16 2 78.399486 
16 3 66.805263 
16 4 56.662177 
16 5 47.987901 
16 6 40.648477 
16 7 34.457825 
16 8 29.231576 
16 9 24.808258 
16 10 21.053701 
16 11 18.867347 
16 12 15.994973 
16 13 13.543729 
16 14 11.450279 
16 15 9.662202 
16 16 8.135673 
16 17 6.833716 
16 18 5.724880 
16 19 4.782239 
16 20 3.982622 
16 21 3.306006 
16 22 2.914600 
16 23 2.405591 
16 24 1.978271 
16 25 1.620743 
16 26 1.322680 
16 27 1.075131 
16 28 0.870353 
16 29 0.701660 
16 30 0.563304 
16 31 0.450353 
16 32 0.358602 
16 33 0.307422 
16 34 0.243335 
16 35 0.192117 
16 36 0.151525 
16 37 0.119710 
16 38 0.095166 
16 39 0.076688 
16 40 0.063340 
16 41 0.054426 
16 42 0.049473 
17 0 100.000000 
17 1 89.555617 
17 2 74.817318 
17 3 62.003552 
17 4 51.365126 
17 5 42.702150 
17 6 35.666418 
17 7 29.920244 
17 8 25.187106 
17 9 21.254431 
17 10 17.961938 
17 11 16.061547 
17 12 13.581448 
17 13 11.478082 
17 14 9.690011 
17 15 8.168008 
17 16 6.871958 
17 17 5.768687 
17 18 4.830409 
17 19 4.033618 
17 20 3.358265 
17 21 2.787145 
17 22 2.456897 
17 23 2.027551 
17 24 1.667213 
17 25 1.365793 
17 26 1.114547 
17 27 0.905909 
17 28 0.733334 
17 29 0.591181 
17 30 0.474598 
17 31 0.379428 
17 32 0.302122 
17 33 0.259001 
17 34 0.205007 
17 35 0.161855 
17 36 0.127657 
17 37 0.100855 
17 38 0.080180 
17 39 0.064617 
17 40 0.053377 
17 41 0.045876 
17 42 0.041710 
18 0 100.000000 
18 1 86.899561 
18 2 69.166511 
18 3 54.937153 
18 4 44.059986 
18 5 35.789013 
18 6 29.410270 
18 7 24.392769 
18 8 20.369723 
18 9 17.090982 
18 10 14.383857 
18 11 12.834926 
18 12 10.826511 
18 13 9.133278 
18 14 7.700136 
18 15 6.484173 
18 16 5.451199 
18 17 4.573429 
18 18 3.827916 
18 19 3.195447 
18 20 2.659769 
18 21 2.207019 
18 22 1.945313 
18 23 1.605171 
18 24 1.319774 
18 25 1.081090 
18 26 0.882167 
18 27 0.716998 
18 28 0.580390 
18 29 0.467872 
18 30 0.375598 
18 31 0.300275 
18 32 0.239093 
18 33 0.204967 
18 34 0.162236 
18 35 0.128086 
18 36 0.101024 
18 37 0.079815 
18 38 0.063457 
18 39 0.051146 
18 40 0.042261 
18 41 0.036340 
18 42 0.033059 
19 0 100.000000 
19 1 81.916000 
19 2 59.685706 
19 3 44.402587 
19 4 34.136117 
19 5 27.001329 
19 6 21.816727 
19 7 17.895576 
19 8 14.833220 
19 9 12.381873 
19 10 10.383025 
19 11 9.248096 
19 12 7.784684 
19 13 6.557175 
19 14 5.522048 
19 15 4.646153 
